Regions,California,,
Brands,,,
Segments,"Auto Intenders > Fiat-Abarth,Auto Intenders > Mini",,
,,,
Type,Name,Index,Business Category
Audience Profile,Clothing and Accessories Retailers > Footwear > Famous Footwear,1207,Shopper: Misc
Audience Profile,Auto Parts Repair & Service,1202,Shopper: Misc
Audience Profile,Retail > Eyewear,1061,Shopper: Misc
Audience Profile,Office Supplies,1055,Shopper: Misc
Audience Profile,Auto Parts Repair & Service > O'Reilly Auto,1054,Shopper: Misc
Audience Profile,Clothing and Accessories Retailers > National Clothing Retail Chains,1025,Shopper: Misc
Audience Profile,Clothing and Accessories Retailers > Footwear > Payless,1019,Shopper: Misc
Audience Profile,CPG Retailers > Cost Conscious or Discount > DollarGeneral,1003,Shopper: Misc
Audience Profile,Clothing and Accessories Retailers > Bridal Shops and Boutiques,941,Shopper: Misc
Audience Profile,Retail > Mall Visitors,811,Shopper: Misc
Audience Profile,Clothing and Accessories Retailers > Jewelry Stores,718,Shopper: Misc
Audience Profile,Pet Supplies > PetSmart,1323,Shopper: Pet
Audience Profile,Pet Supplies > Petco,1288,Shopper: Pet
Audience Profile,CPG Retailers > Drug Stores or Pharmacy > Rite Aid,1838,Shopper: Pharmacy
Audience Profile,CPG Retailers > Drug Stores or Pharmacy > CVS Pharmacy,1330,Shopper: Pharmacy
Audience Profile,CPG Retailers > Drug Stores or Pharmacy > Duane Reade,1288,Shopper: Pharmacy
Audience Profile,CPG Retailers > Drug Stores or Pharmacy > Walgreens,1239,Shopper: Pharmacy
Audience Profile,Sporting Goods Retailers > Dicks Sporting Goods,1391,Shopper: Sport
Audience Profile,Sporting Goods Retailers > Bicycles,940,Shopper: Sport
Audience Profile,Electronics Retailers > Microsoft,1819,Shopper: Tech
Audience Profile,Electronics Retailers > Apple,1623,Shopper: Tech
Audience Profile,Electronics Retailers > Best Buy,1456,Shopper: Tech
Audience Profile,Electronics Retailers > Currently Android Consumer,446,Shopper: Tech
Audience Profile,Electronics Retailers > Mobile Phone Carriers > AT&T Store Visitor,1858,Shopper: Telco
Audience Profile,Electronics Retailers > Mobile Phone Carriers > T-Mobile Store Visitor,1749,Shopper: Telco
Audience Profile,Electronics Retailers > Mobile Phone Carriers > Sprint Store Visitor,1748,Shopper: Telco
Audience Profile,Electronics Retailers > Mobile Phone Carriers > T-Mobile Subscriber,834,Shopper: Telco
Audience Profile,Electronics Retailers > Mobile Phone Carriers > Sprint Subscriber,646,Shopper: Telco
Audience Profile,Electronics Retailers > Mobile Phone Carriers > AT&T Subscriber,538,Shopper: Telco
Audience Profile,Electronics Retailers > Mobile Phone Carriers > Verizon Subscriber,487,Shopper: Telco
Audience Profile,Las Vegas Tourists,903,Travel: Destinations
Audience Profile,Midscale Hotel > Best Western Plus,2005,Travel: Hotels
Audience Profile,Luxury Hotel,1997,Travel: Hotels
Audience Profile,Upscale Hotel > Hilton Garden Inn,1908,Travel: Hotels
Audience Profile,Economy Hotel > La Quinta Inn Suites,1748,Travel: Hotels
Audience Profile,Midscale Hotel > Ramada,1708,Travel: Hotels
Audience Profile,Economy Hotel > Rodeway Inn,1691,Travel: Hotels
Audience Profile,Economy Hotel > Travelodge,1647,Travel: Hotels
Audience Profile,Midscale Hotel > Holiday Inn Express,1622,Travel: Hotels
Audience Profile,Midscale Hotel > Howard Johnson,1582,Travel: Hotels
Audience Profile,Upscale Hotel,1578,Travel: Hotels
Audience Profile,Economy Hotel > Econo Lodge,1564,Travel: Hotels
Audience Profile,Economy Hotel > Days Inn,1534,Travel: Hotels
Audience Profile,Economy Hotel > Motel 6,1506,Travel: Hotels
Audience Profile,Economy Hotel > Americas Best Value Inn,1495,Travel: Hotels
Audience Profile,Midscale Hotel > Fairfield Inn & Suites by Mariott,1386,Travel: Hotels
Audience Profile,Midscale Hotel > Quality Inn,1348,Travel: Hotels
Audience Profile,Midscale Hotel,1347,Travel: Hotels
Audience Profile,Hotel > Hotel: Chain,1342,Travel: Hotels
Audience Profile,Hotel > Hotel: Non-Chain,1309,Travel: Hotels
Locations Visited,Ralphs,254,
Locations Visited,Ford,231,
Locations Visited,El Pollo Loco,230,
Locations Visited,7-Eleven,228,
Locations Visited,T-Mobile,224,
Locations Visited,Toyota,222,
Locations Visited,Chevrolet,222,
Locations Visited,Panda Express,216,
Locations Visited,Jamba Juice,212,
Locations Visited,U.S. Bank,210,
Locations Visited,Michaels,202,
Locations Visited,FedEx Office,202,
Locations Visited,Bank of America,201,
Locations Visited,T.J.Maxx,201,
Locations Visited,H&R Block,200,
Locations Visited,Crowne Plaza,198,
Locations Visited,Domino's Pizza,197,
Locations Visited,LA Fitness,197,
Locations Visited,Honda,197,
Locations Visited,The UPS Store,195,
Locations Visited,GameStop,190,
Locations Visited,Wells Fargo Bank,189,
Locations Visited,Subway,189,
Locations Visited,Chase Bank,189,
Locations Visited,Big Lots,188,
Locations Visited,IHOP,188,
Locations Visited,Best Buy,188,
Locations Visited,Popeyes Famous Fried Chicken,187,
Locations Visited,United States Postal Service,186,
Locations Visited,Big 5 Sporting Goods,186,
Locations Visited,Bed Bath & Beyond,183,
Locations Visited,Office Depot,183,
Locations Visited,99 Cents Only Store,182,
Locations Visited,Nordstrom Rack,181,
Locations Visited,Burlington Coat Factory,181,
Locations Visited,PetSmart,180,
Locations Visited,Trader Joe's,180,
Locations Visited,Marshalls Department Store,179,
Locations Visited,CVS Pharmacy,179,
Locations Visited,Taco Bell,177,
Locations Visited,In-N-Out Burger,176,
Locations Visited,WinCo Foods,176,
Locations Visited,Shell Station,174,
Locations Visited,Outback Steakhouse,174,
Locations Visited,Westfield,174,
Locations Visited,Del Taco,174,
Locations Visited,Wendy's,172,
Locations Visited,Chipotle Mexican Grill,171,
Locations Visited,Sprint,171,
Locations Visited,Enterprise Rent-A-Car,171,
Locations Visited,Olive Garden Italian Restaurant,171,
Locations Visited,Denny's,168,
Locations Visited,Whole Foods Market,167,
Locations Visited,Dollar Tree Stores,165,
Locations Visited,Westfield,165,
Locations Visited,Sprouts Farmers Market,165,
Locations Visited,Chuck E. Cheese's,164,
Locations Visited,Panera Bread,163,
Locations Visited,Chili's Grill & Bar,163,
Locations Visited,Safeway,163,
Locations Visited,Jack in the Box,163,
Locations Visited,McDonald's,162,
Locations Visited,Chevron,162,
Locations Visited,Costco,162,
Locations Visited,Macy's,162,
Locations Visited,Ross,160,
Locations Visited,The Home Depot,159,
Locations Visited,PETCO,159,
Locations Visited,O'Reilly Auto Parts,159,
Locations Visited,Verizon Wireless,159,
Locations Visited,Lowe's Home Improvement,159,
Locations Visited,Rite Aid,158,
Locations Visited,Sears,157,
Locations Visited,Extra Mile,156,
Locations Visited,Macerich,155,
Locations Visited,Arby's,153,
Locations Visited,Starbucks Coffee,152,
Locations Visited,Target,152,
Locations Visited,Pizza Hut,152,
Locations Visited,Sam's Club,152,
Locations Visited,Residence Inn by Marriott,152,
Locations Visited,Burger King,152,
Locations Visited,Walgreens,150,
Locations Visited,HomeGoods,150,
Locations Visited,SpringHill Suites by Marriott,148,
Locations Visited,Golf Driving Ranges,148,
Locations Visited,Little Caesars Pizza,143,
Locations Visited,AutoZone,142,
Locations Visited,Buffalo Wild Wings,141,
Locations Visited,Best Western,140,
Locations Visited,Hampton Inn by Hilton,140,
Locations Visited,Holiday Inn Express,139,
Locations Visited,Simon Malls,139,
Locations Visited,JCPenney,138,
Locations Visited,Kohl's Department Store,138,
Locations Visited,Albertsons Food & Pharmacy,137,
Locations Visited,Sheraton,136,
Locations Visited,Super 8 Motel,135,
Locations Visited,Westin,135,
Locations Visited,NFL Stadiums,134,
Locations Visited,La Quinta Inn & Suites,134,
Locations Visited,Sonic Drive-In,134,
Locations Visited,Chick-fil-A,129,
Locations Visited,Comfort Inn,126,
Locations Visited,AT&T,124,
Locations Visited,Holiday Inn,122,
Locations Visited,Marriott Hotels & Resorts,121,
Locations Visited,Dairy Queen,119,
Locations Visited,Applebee's,118,
Locations Visited,Amusement and Theme Parks,116,
Locations Visited,Golf Courses,115,
Locations Visited,Walmart,112,
Locations Visited,Circle K,110,
Locations Visited,Large US Airports,109,
Locations Visited,National Parks,66,
